"ID","AgeRange","Job","ZipCode","Male"
5441,50,"executive/managerial","95762",1
5442,25,"executive/managerial","63110",1
5443,25,"programmer","01915",1
5444,18,"college/grad student","55449",0
5445,25,"other or not specified","43223",1
5446,50,"academic","65203",0
5447,45,"artist","60626",1
5448,45,"unemployed","60626",1
5449,18,"programmer","01702",1
5450,18,"programmer","02143",1
5451,25,"academic","98115",0
5452,35,"doctor/health care","10011",1
5453,18,"college/grad student","30305",1
5454,35,"executive/managerial","10001",1
5455,18,"technician/engineer","55449",0
5456,35,"academic","32312",1
5457,18,"programmer","55405",1
5458,18,"artist","98102",0
5459,1,"K-12 student","99016",0
5460,18,"college/grad student","02143",1
5461,50,"other or not specified","94025",1
5462,25,"technician/engineer","89103",1
5463,35,"other or not specified","53202",1
5464,35,"executive/managerial","77079",1
5465,25,"other or not specified","10019",0
5466,25,"programmer","98033",1
5467,35,"other or not specified","63366",1
5468,25,"programmer","94618",1
5469,35,"programmer","20171",1
5470,56,"executive/managerial","20003",1
5471,18,"executive/managerial","10016",1
5472,35,"academic","27909",1
5473,25,"academic","20120",1
5474,25,"programmer","20009",1
5475,25,"college/grad student","94110",1
5476,35,"other or not specified","20037",0
5477,35,"academic","55343",1
5478,35,"executive/managerial","02766",1
5479,35,"academic","50014",1
5480,25,"sales/marketing","07030",0
5481,45,"programmer","55449",1
5482,18,"executive/managerial","10014",1
5483,25,"doctor/health care","15202",0
5484,45,"technician/engineer","21742",1
5485,25,"college/grad student","08544",1
5486,25,"other or not specified","17821",1
5487,25,"technician/engineer","95136",1
5488,25,"scientist","91125",1
5489,18,"executive/managerial","94104",1
5490,45,"technician/engineer","80907",1
5491,18,"executive/managerial","10016",1
5492,18,"college/grad student","55104",1
5493,35,"programmer","96797",1
5494,35,"technician/engineer","94306",0
5495,18,"college/grad student","95076",0
5496,25,"executive/managerial","90069",1
5497,25,"college/grad student","60201",1
5498,50,"academic","62901",0
5499,25,"unemployed","60201",0
5500,35,"writer","14850",0
5501,25,"artist","33334",1
5502,25,"artist","66044",1
5503,25,"homemaker","55409",0
5504,45,"executive/managerial","85287",1
5505,25,"college/grad student","02141",0
5506,18,"sales/marketing","60610",0
5507,45,"executive/managerial","44325",1
5508,25,"writer","94519",1
5509,25,"other or not specified","11215",1
5510,18,"college/grad student","19100",1
5511,45,"academic","92407",1
5512,25,"technician/engineer","01701",0
5513,35,"academic","91768",1
5514,1,"K-12 student","76501",0
5515,18,"college/grad student","16101",1
5516,50,"self-employed","98257",0
5517,56,"other or not specified","80210",1
5518,50,"technician/engineer","78666",1
5519,35,"scientist","33167",1
5520,45,"academic","18901",1
5521,25,"doctor/health care","02118",0
5522,25,"sales/marketing","02460",1
5523,35,"other or not specified","60187",1
5524,1,"K-12 student","26505",0
5525,1,"K-12 student","55311",0
5526,35,"artist","27514",0
5527,25,"academic","70803",1
5528,50,"academic","45840",1
5529,18,"doctor/health care","05273",1
5530,18,"college/grad student","63141",0
5531,50,"technician/engineer","09056",1
5532,25,"technician/engineer","27408",1
5533,50,"artist","10025",0
5534,45,"self-employed","30102",1
5535,25,"scientist","94538",1
5536,25,"self-employed","67204",1
5537,56,"academic","10543",0
5538,45,"programmer","55102",1
5539,25,"writer","91403",0
5540,35,"academic","19149",1
5541,56,"executive/managerial","93924",1
5542,45,"executive/managerial","11576",1
5543,25,"technician/engineer","97401",1
5544,25,"scientist","08876",1
5545,35,"self-employed","98072",0
5546,18,"sales/marketing","26301",1
5547,18,"college/grad student","10025",0
5548,18,"college/grad student","02138",0
5549,50,"homemaker","76034",0
5550,35,"scientist","48187",1
5551,35,"writer","98103",0
5552,50,"executive/managerial","23233",1
5553,35,"clerical/admin","29425",1
5554,25,"academic","92116",1
5555,1,"K-12 student","37830",1
5556,45,"doctor/health care","92103",1
5557,35,"sales/marketing","33701",1
5558,1,"K-12 student","02446",1
5559,50,"academic","77706",1
5560,35,"technician/engineer","98036",0
5561,25,"clerical/admin","74075",0
5562,35,"academic","54650",0
5563,25,"executive/managerial","11753",0
5564,45,"writer","02446",1
5565,18,"technician/engineer","02114",1
5566,35,"executive/managerial","20901",1
5567,50,"clerical/admin","78704",1
5568,18,"college/grad student","49841",1
5569,18,"academic","07666",0
5570,25,"academic","07666",1
5571,25,"homemaker","07307",0
5572,25,"college/grad student","63119",0
5573,35,"academic","14619",0
5574,25,"other or not specified","20878",1
5575,35,"executive/managerial","19808",1
5576,25,"college/grad student","55369",1
5577,50,"academic","12970",1
5578,18,"academic","02109",0
5579,35,"executive/managerial","07039",0
5580,45,"executive/managerial","01581",1
5581,25,"other or not specified","10016",1
5582,45,"academic","50011",1
5583,56,"scientist","37830",1
5584,50,"other or not specified","10016",0
5585,25,"college/grad student","10016",1
5586,35,"writer","94107",1
5587,25,"technician/engineer","22041",1
5588,25,"writer","60640",0
5589,25,"other or not specified","04101",0
5590,45,"programmer","94117",0
5591,18,"other or not specified","10009",1
5592,25,"academic","53706",1
5593,50,"self-employed","90210",1
5594,45,"other or not specified","55419",0
5595,25,"writer","90027",1
5596,35,"programmer","22201",1
5597,18,"college/grad student","95008",0
5598,18,"college/grad student","27607",1
5599,35,"executive/managerial","90020",1
5600,45,"other or not specified","12833",0
5601,35,"academic","98225",1
5602,35,"other or not specified","97212",1
5603,50,"executive/managerial","02461",1
5604,35,"scientist","63117",1
5605,18,"artist","95008",0
5606,25,"sales/marketing","21046",0
5607,18,"college/grad student","11209",1
5608,18,"clerical/admin","78722",1
5609,50,"academic","30602",0
5610,25,"academic","54880",0
5611,35,"executive/managerial","04015",0
5612,25,"academic","02148",0
5613,35,"other or not specified","98622",0
5614,25,"other or not specified","12833",1
5615,35,"executive/managerial","07028",1
5616,45,"academic","08840",1
5617,25,"sales/marketing","48336",1
5618,18,"college/grad student","92612",0
5619,18,"college/grad student","22310",0
5620,35,"sales/marketing","55330",1
5621,25,"executive/managerial","02135",1
5622,35,"scientist","01775",1
5623,25,"lawyer","84109",1
5624,25,"executive/managerial","19380",1
5625,25,"academic","01760",1
5626,56,"self-employed","32043",1
5627,25,"other or not specified","07040",1
5628,18,"college/grad student","90024",1
5629,25,"sales/marketing","02465",1
5630,35,"technician/engineer","06854",1
5631,35,"programmer","01944",1
5632,18,"college/grad student","78628",0
5633,50,"academic","98262",1
5634,25,"sales/marketing","55406",1
5635,35,"homemaker","06854",0
5636,25,"executive/managerial","98102",1
5637,1,"K-12 student","11102",1
5638,18,"academic","32601",1
5639,18,"college/grad student","62025",0
5640,35,"technician/engineer","78765",1
5641,25,"technician/engineer","48473",0
5642,1,"K-12 student","73013",1
5643,35,"academic","84108",0
5644,18,"college/grad student","92833",0
5645,25,"artist","87123",1
5646,18,"college/grad student","96744",1
5647,18,"academic","62522",1
5648,25,"technician/engineer","48473",1
5649,18,"college/grad student","90025",0
5650,35,"programmer","91104",0
5651,25,"doctor/health care","74105",0
5652,18,"other or not specified","47901",1
5653,50,"academic","74105",1
5654,25,"college/grad student","95616",1
5655,25,"doctor/health care","77054",0
5656,25,"scientist","03755",1
5657,50,"sales/marketing","92026",1
5658,56,"other or not specified","32043",1
5659,25,"other or not specified","20874",1
5660,25,"artist","78722",1
5661,25,"scientist","03255",0
5662,1,"K-12 student","07960",1
5663,35,"writer","75093",0
5664,18,"college/grad student","48363",1
5665,18,"college/grad student","10461",1
5666,18,"self-employed","11209",1
5667,35,"executive/managerial","10009",1
5668,25,"clerical/admin","41030",0
5669,56,"academic","90024",1
5670,18,"college/grad student","48109",1
5671,25,"academic","02146",1
5672,25,"college/grad student","43212",0
5673,35,"academic","55417",0
5674,35,"executive/managerial","94306",1
5675,35,"sales/marketing","30030",1
5676,25,"writer","78746",1
5677,25,"academic","13210",1
5678,35,"technician/engineer","98103",1
5679,35,"artist","33020",1
5680,50,"writer","94117",1
5681,25,"executive/managerial","92122",0
5682,18,"other or not specified","23455",1
5683,18,"homemaker","94538",0
5684,18,"self-employed","94110",1
5685,25,"technician/engineer","94117",1
5686,56,"self-employed","60610",1
5687,1,"other or not specified","55403",0
5688,18,"college/grad student","78666",0
5689,25,"other or not specified","84119",1
5690,18,"college/grad student","78666",1
5691,35,"sales/marketing","66013",1
5692,25,"executive/managerial","29615",0
5693,25,"college/grad student","90034",0
5694,25,"programmer","90640",0
5695,35,"clerical/admin","21221",0
5696,25,"sales/marketing","97367",0
5697,25,"other or not specified","95826",1
5698,35,"sales/marketing","55418",1
5699,35,"scientist","94706",1
5700,18,"sales/marketing","55426",0
5701,25,"executive/managerial","55311",1
5702,18,"other or not specified","90034",1
5703,56,"academic","14068",1
5704,18,"college/grad student","90024",0
5705,18,"college/grad student","90024",0
5706,18,"technician/engineer","08550",1
5707,25,"programmer","01060",1
5708,35,"academic","90034",1
5709,18,"college/grad student","90024",1
5710,25,"scientist","90034",1
5711,25,"executive/managerial","47714",1
5712,35,"academic","90024",1
5713,50,"executive/managerial","91362",0
5714,35,"artist","96753",1
5715,18,"college/grad student","90024",1
5716,1,"K-12 student","03756",1
5717,25,"other or not specified","03766",1
5718,35,"sales/marketing","38018",0
5719,56,"executive/managerial","21773",1
5720,25,"other or not specified","60610",1
5721,45,"lawyer","90046",1
5722,25,"writer","48103",1
5723,18,"programmer","55057",1
5724,25,"scientist","94102",1
5725,18,"artist","10018",1
5726,25,"academic","77845",1
5727,25,"college/grad student","92843",1
5728,35,"writer","09824",0
5729,18,"K-12 student","99016",1
5730,18,"other or not specified","94111",1
5731,25,"lawyer","10022",0
5732,25,"lawyer","02111",0
5733,25,"college/grad student","48109",1
5734,25,"sales/marketing","10022",0
5735,25,"doctor/health care","19342",1
5736,25,"academic","08904",1
5737,45,"scientist","93555",1
5738,25,"programmer","55406",1
5739,25,"executive/managerial","90212",1
5740,25,"academic","60613",1
5741,50,"retired","60622",1
5742,25,"programmer","20850",0
5743,35,"other or not specified","55442",0
5744,25,"college/grad student","66044",0
5745,18,"college/grad student","90024",0
5746,18,"scientist","94061",1
5747,25,"other or not specified","03755",1
5748,25,"other or not specified","92155",1
5749,25,"artist","94117",1
5750,18,"academic","04101",1
5751,1,"other or not specified","14167",0
5752,56,"other or not specified","14850",0
5753,18,"technician/engineer","78758",1
5754,18,"academic","60640",0
5755,35,"artist","78744",0
5756,1,"K-12 student","98110",0
5757,1,"K-12 student","05667",1
5758,50,"academic","29642",0
5759,25,"academic","08904",0
5760,18,"programmer","10549",1
5761,25,"writer","90048",1
5762,35,"doctor/health care","55125",0
5763,25,"academic","08904",0
5764,50,"programmer","77098",0
5765,25,"lawyer","44515",1
5766,56,"sales/marketing","96744",1
5767,25,"artist","75287",1
5768,1,"executive/managerial","20852",0
5769,45,"sales/marketing","05602",1
5770,25,"other or not specified","80231",1
5771,25,"executive/managerial","95616",1
5772,35,"executive/managerial","16365",1
5773,25,"doctor/health care","89123",1
5774,18,"college/grad student","94118",1
5775,25,"lawyer","10024",1
5776,18,"programmer","97205",1
5777,1,"other or not specified","05667",1
5778,35,"programmer","85257",1
5779,25,"customer service","10011",1
5780,18,"technician/engineer","92886",1
5781,25,"artist","11106",1
5782,35,"other or not specified","55459",0
5783,45,"academic","92106",0
5784,18,"K-12 student","56137",1
5785,25,"executive/managerial","60607",0
5786,25,"doctor/health care","53211",1
5787,25,"writer","90802",1
5788,25,"other or not specified","92646",1
5789,25,"technician/engineer","91107",1
5790,35,"other or not specified","55303",0
5791,18,"college/grad student","44074",1
5792,25,"technician/engineer","43201",1
5793,25,"artist","91602",1
5794,35,"technician/engineer","53703",1
5795,25,"academic","92688",1
5796,25,"executive/managerial","10003",0
5797,25,"executive/managerial","78757",1
5798,35,"other or not specified","80027",1
5799,25,"customer service","80916",1
5800,35,"tradesman/craftsman","90804",1
5801,25,"self-employed","04103",1
5802,25,"other or not specified","98105",0
5803,1,"K-12 student","01597",1
5804,35,"executive/managerial","94306",0
5805,25,"other or not specified","90802",0
5806,50,"academic","08826",0
5807,35,"executive/managerial","01940",1
5808,25,"executive/managerial","37206",0
5809,25,"executive/managerial","37206",1
5810,50,"self-employed","95070",1
5811,18,"college/grad student","60202",1
5812,25,"executive/managerial","92120",0
5813,25,"executive/managerial","94117",1
5814,25,"other or not specified","91403",1
5815,25,"writer","90048",1
5816,25,"other or not specified","70119",1
5817,25,"technician/engineer","33028",1
5818,25,"college/grad student","92821",1
5819,50,"doctor/health care","70808",1
5820,45,"other or not specified","43615",1
5821,25,"scientist","02139",1
5822,35,"college/grad student","78212",0
5823,25,"programmer","02144",1
5824,18,"programmer","18052",1
5825,25,"college/grad student","43201",0
5826,18,"college/grad student","60201",1
5827,25,"artist","55118",1
5828,25,"technician/engineer","90048",1
5829,25,"college/grad student","78223",0
5830,18,"college/grad student","78209",0
5831,25,"academic","92120",1
5832,25,"other or not specified","78240",0
5833,35,"other or not specified","78253",0
5834,56,"self-employed","92106",1
5835,35,"other or not specified","55406",0
5836,25,"other or not specified","91604",1
5837,25,"executive/managerial","60607",1
5838,45,"executive/managerial","02038",0
5839,25,"academic","27106",1
5840,1,"other or not specified","44260",0
5841,35,"executive/managerial","10024",0
5842,25,"college/grad student","43201",1
5843,35,"academic","83301",1
5844,1,"K-12 student","02131",0
5845,25,"clerical/admin","79411",0
5846,45,"self-employed","78204",1
5847,18,"college/grad student","02464",0
5848,50,"writer","20009",1
5849,35,"technician/engineer","97124",1
